,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
372,Chuy,0,UY,1551653735,82,-33.69,-53.46,66.37,11.23
373,Nisia Floresta,40,BR,1551650400,78,-6.09,-35.21,80.6,5.82
374,Beringovskiy,56,RU,1551653805,92,63.05,179.32,33.56,17.83
375,Ambon,76,FR,1551654142,93,47.55,-2.56,53.01,16.11
376,Sovetskiy,80,RU,1551654247,85,56.76,48.47,17.23,3.74
377,Half Moon Bay,75,US,1551654243,93,37.46,-122.43,57.99,8.05
378,Casa Nova,44,BR,1551654248,70,-11.77,-39.23,79.42,11.45
379,Santa Cruz,90,US,1551654218,76,36.97,-122.03,60.01,10.29
380,Monticello,1,US,1551654233,53,45.31,-93.79,-0.41,12.75
381,Chebsara,44,RU,1551654249,85,59.2,38.84,11.51,4.29
382,Kuytun,8,RU,1551654249,66,54.34,101.51,6.88,2.73
383,Bouloupari,75,NC,1551652200,74,-21.87,166.05,84.2,5.82
384,Vostochnyy,0,RU,1551650400,92,55.82,37.87,21.2,6.71
385,Dhuwaran,8,IN,1551654251,94,22.23,72.8,70.6,7.43
386,Fare,80,PF,1551654251,100,-16.7,-151.02,83.33,2.62
387,Repnoye,88,RU,1551654243,83,51.59,43.18,25.0,5.01
388,Batagay,8,RU,1551654256,51,67.65,134.64,-31.24,2.84
389,La Ronge,90,CA,1551650400,60,55.1,-105.3,8.6,16.11
390,Itarantim,12,BR,1551654257,76,-15.65,-40.06,74.83,7.65
391,Avera,90,US,1551653718,100,33.19,-82.53,68.0,11.41
392,Pompeu,20,BR,1551650400,58,-21.05,-48.85,82.4,6.93
393,Port Moresby,20,PG,1551650400,78,-9.47,147.16,82.4,11.41
394,Kisangani,36,CD,1551654259,100,0.52,25.21,70.91,4.07
395,Rudnogorsk,0,RU,1551654260,59,57.27,103.75,1.12,2.51
396,Toora-Khem,0,RU,1551654261,64,52.47,96.11,3.01,2.17
397,Syracuse,90,US,1551654026,63,43.05,-76.15,30.2,2.73
398,Chumikan,24,RU,1551654262,67,54.72,135.31,14.17,4.63
399,Miyako,75,JP,1551654248,81,33.63,130.94,51.8,4.7
400,Kushima,40,JP,1551654197,93,31.5,131.29,53.6,6.93
401,Berlevag,40,NO,1551649800,72,70.86,29.09,10.4,23.04
402,Pionerskiy,88,RU,1551654263,74,61.2,62.86,11.38,7.31
403,Mackenzie,1,CA,1551650400,40,55.34,-123.09,14.0,9.17
404,Kashira,20,RU,1551650400,92,54.84,38.15,19.4,6.71
405,Dourdan,75,FR,1551654241,81,48.53,2.01,53.6,31.09
406,Komsomolskiy,20,RU,1551654120,39,67.55,63.78,-13.02,5.64
407,Contamana,36,PE,1551654265,58,-7.35,-75.01,86.44,2.28
408,Asyut,0,EG,1551650400,54,27.18,31.19,53.6,12.75
409,Harper,90,US,1551654145,86,30.3,-99.24,39.0,14.99
410,Palmer,0,AU,1551653600,56,-34.85,139.16,75.99,5.82
411,Polunochnoye,88,RU,1551654266,79,60.87,60.43,9.71,5.3
412,Urukh,90,RU,1551650400,79,43.3,44.03,28.4,2.06
413,Palmeira,24,BR,1551654114,84,-25.43,-50.0,72.0,7.0
414,Rio Grande,0,BR,1551649500,69,-32.03,-52.1,73.4,8.05
415,Tual,64,ID,1551654268,100,-5.67,132.75,78.88,10.67
416,Batagay-Alyta,24,RU,1551654243,30,67.8,130.41,-22.56,2.62
417,Port Shepstone,32,ZA,1551654268,89,-30.74,30.45,73.12,17.38
418,San Cristobal,75,EC,1551653188,87,-0.39,-78.55,68.0,2.24
419,Nalut,0,LY,1551654269,91,31.86,10.98,43.73,2.84
420,Nemuro,0,JP,1551653781,95,43.32,145.57,31.99,6.2
421,Tateyama,75,JP,1551654141,100,36.66,137.31,45.0,2.24
422,Turukhansk,76,RU,1551654269,81,65.8,87.96,17.5,17.49
423,Ulagan,0,RU,1551654270,72,50.63,87.96,7.24,3.4
424,Iberia,64,PE,1551654270,54,-11.41,-69.49,87.16,2.51
425,Aksha,44,RU,1551654270,73,50.28,113.29,15.16,4.52
426,Puqi,12,CN,1551654271,100,29.72,113.88,42.65,3.18
427,Pathein,0,MM,1551654271,90,16.78,94.73,62.77,3.4
428,Letterkenny,40,IE,1551652200,65,54.95,-7.73,44.6,17.22
429,Turtas,88,RU,1551654271,76,58.94,69.13,22.45,12.24
430,Olinda,40,EC,1551654212,66,-2.03,-79.75,87.8,6.93
431,Solnechnyy,64,RU,1551654272,77,50.72,136.64,14.35,2.28
432,Itoman,90,JP,1551653760,77,26.12,127.67,66.2,19.46
433,Grand Gaube,40,MU,1551653646,83,-20.01,57.66,80.6,6.93
434,Shubarshi,64,KZ,1551654273,80,48.59,57.19,13.13,10.45
435,Plettenberg Bay,0,ZA,1551654273,95,-34.05,23.37,64.88,6.76
436,Ambulu,44,ID,1551654273,100,-8.35,113.61,80.77,5.41
437,Kenai,90,US,1551654124,89,60.55,-151.26,34.0,8.05
438,Sao Felix do Xingu,32,BR,1551653838,92,-6.64,-51.99,75.37,3.4
439,Kaitangata,0,NZ,1551653766,67,-46.28,169.85,69.61,10.45
440,Hukuntsi,44,BW,1551654274,21,-23.98,21.76,74.2,6.98
441,Caravelas,56,BR,1551654176,100,-17.73,-39.27,83.51,13.13
442,Makat,0,KZ,1551654274,89,47.65,53.35,4.09,3.18
443,Solone,0,UA,1551650400,73,48.2,34.88,28.4,13.42
444,Mount Isa,0,AU,1551650400,51,-20.73,139.49,80.6,7.87
445,Pouembout,24,NC,1551654275,81,-21.12,164.9,80.05,8.99
446,Muros,40,ES,1551654274,81,42.77,-9.06,57.99,16.11
447,Broome,36,GB,1551653721,66,52.47,1.45,50.0,25.28
448,Lufilufi,20,WS,1551654194,55,-13.87,-171.6,89.6,9.17
449,Nador,0,MA,1551652200,87,35.17,-2.93,53.6,3.36
450,Kuala Terengganu,75,MY,1551650400,94,5.33,103.14,71.6,3.36
451,Bossangoa,32,CF,1551654276,90,6.5,17.45,70.91,1.39
452,Saskylakh,76,RU,1551653752,54,71.97,114.09,-19.27,3.96
453,Tagusao,0,PH,1551653839,91,9.19,117.81,77.66,2.62
454,Paamiut,0,GL,1551654179,100,61.99,-49.67,24.38,7.65
455,Ippy,36,CF,1551654277,46,6.26,21.2,73.03,8.1
456,Coihaique,40,CL,1551650400,50,-45.58,-72.07,53.6,4.7
457,Williston,40,US,1551653197,70,48.15,-103.62,-0.01,21.92
458,Beatrice,1,US,1551653952,54,40.27,-96.75,7.0,16.11
459,Brookings,20,US,1551653828,76,44.31,-96.8,-2.21,23.04
460,Barcelos,75,PT,1551654190,93,41.53,-8.62,57.2,6.93
461,Manokwari,56,ID,1551654279,100,-0.87,134.08,80.0,7.99
462,Tabou,8,CI,1551654279,95,4.42,-7.36,83.65,9.78
463,Goderich,80,CA,1551654276,33,43.74,-81.71,21.99,1.99
464,Port Keats,0,AU,1551654280,87,-14.25,129.55,85.54,9.55
465,Awbari,0,LY,1551654280,53,26.59,12.77,46.03,2.73
466,Luwuk,12,ID,1551654095,86,-0.95,122.79,82.66,3.18
467,Sangmelima,24,CM,1551654060,94,2.93,11.98,71.05,2.95
468,Cayenne,88,GF,1551652200,74,4.94,-52.33,78.8,4.7
469,Kamaishi,75,JP,1551652800,80,39.28,141.86,33.8,2.24
470,Camopi,56,GF,1551654281,71,3.17,-52.33,78.07,4.63
471,Apatity,24,RU,1551654281,66,67.57,33.4,-10.32,2.62
472,Sungairaya,64,ID,1551654281,97,0.7,108.9,74.15,3.62
473,Anadyr,90,RU,1551653593,92,64.73,177.51,30.2,40.26
474,Arman,0,RU,1551653753,54,59.7,150.17,5.93,12.46
475,Colesberg,0,ZA,1551654282,66,-30.72,25.1,59.8,3.96
476,Camalu,44,MX,1551654282,60,30.85,-116.07,61.33,13.02
477,Mehamn,75,NO,1551649800,85,71.03,27.85,21.2,28.86
478,Port Arthur,90,US,1551654007,71,29.9,-93.93,53.6,20.8
479,Natchitoches,90,US,1551653887,87,31.76,-93.09,46.4,13.87
480,Vostok,0,RU,1551653832,73,46.45,135.83,23.93,2.39
481,Tecpan,40,GT,1551654018,60,14.76,-90.99,75.2,11.41
482,Azul,92,AR,1551654011,86,-36.78,-59.86,64.99,1.01
483,Rio Gallegos,40,AR,1551650400,26,-51.62,-69.22,59.0,13.87
484,Shihezi,48,CN,1551653775,69,44.3,86.03,10.7,3.51
485,Constantine,0,DZ,1551652200,81,36.36,6.61,42.8,2.62
486,Andros Town,75,BS,1551654019,74,24.73,-77.79,79.0,10.29
487,Saint-Augustin,0,FR,1551653648,33,44.83,-0.61,64.4,12.75
488,San Pedro,64,AR,1551654287,58,-33.68,-59.66,78.97,11.79
489,Praia da Vitoria,75,PT,1551650400,82,38.73,-27.07,55.4,13.24
490,Okhotsk,0,RU,1551654287,100,59.36,143.24,1.39,7.43
491,Omboue,92,GA,1551654287,99,-1.57,9.26,83.83,8.77
492,Muhos,0,FI,1551653400,91,64.81,26.0,-4.01,4.7
493,Vanavara,0,RU,1551654288,65,60.35,102.28,2.47,3.4
494,Puerto del Rosario,75,ES,1551652200,63,28.5,-13.86,66.2,16.11
495,Esil,48,KZ,1551654289,81,51.96,66.41,21.91,16.26
496,La Asuncion,56,EC,1551654289,98,-1.64,-78.74,49.18,1.28
497,Mogadishu,24,SO,1551654077,100,2.04,45.34,79.01,10.78
498,Cabra,8,ES,1551654197,58,37.47,-4.43,57.2,6.93
499,Cabedelo,40,BR,1551654000,88,-6.97,-34.84,78.8,2.24
500,Pacific Grove,90,US,1551654030,87,36.62,-121.92,60.01,10.29
501,Hualmay,32,PE,1551654290,78,-11.1,-77.61,71.81,4.29
502,Puerto Escondido,20,MX,1551652860,69,15.86,-97.07,82.4,11.41
503,Mpika,68,ZM,1551654291,85,-11.84,31.4,64.57,5.19
504,Sarakhs,12,TM,1551650400,61,36.54,61.16,50.0,6.93
505,Amapa,20,HN,1551654000,66,15.09,-87.97,84.2,17.22
506,Ishigaki,75,JP,1551650400,77,24.34,124.16,68.0,13.87
507,Moussoro,0,TD,1551654292,32,13.64,16.49,78.61,11.79
508,Omsukchan,80,RU,1551654107,63,62.53,155.8,-10.23,5.64
509,Marsta,68,SE,1551654109,100,59.93,17.59,32.0,5.82
510,Bonavista,88,CA,1551653261,79,48.65,-53.11,23.0,1.01
511,Bauru,40,BR,1551654034,88,-22.32,-49.07,75.2,5.82
512,Ichhawar,0,IN,1551654293,91,23.03,77.02,61.42,6.31
513,Mhlume,0,SZ,1551654050,88,-26.03,31.81,75.0,2.24
514,Kysyl-Syr,32,RU,1551654294,56,63.9,122.77,-6.04,2.73
515,Kirakira,76,SB,1551653741,100,-10.46,161.92,81.71,8.88
516,Wamba,12,CD,1551654294,95,2.14,27.99,66.95,2.17
517,Northam,20,GB,1551653790,81,51.04,-4.21,46.4,4.7
518,Tchollire,56,CM,1551654295,53,8.4,14.17,81.26,3.96
519,Pictou,0,CA,1551654197,81,45.68,-62.71,23.0,1.99
520,Santander Jimenez,68,MX,1551654295,56,24.22,-98.47,85.4,9.89
521,Alugan,92,PH,1551654296,99,12.22,125.48,77.71,7.76
522,Maraa,0,BR,1551654296,85,-1.83,-65.37,79.96,4.18
523,Sambava,56,MG,1551654297,100,-14.27,50.17,79.69,10.0
524,Dakar,0,SN,1551652200,56,14.69,-17.45,68.0,18.34
525,Bukama,44,CD,1551654297,95,-9.2,25.85,68.75,3.4
526,Fort Nelson,5,CA,1551650400,40,58.81,-122.69,15.8,2.39
527,Koraput,44,IN,1551654297,83,18.81,82.72,60.65,2.17
528,Alindao,24,CF,1551654298,87,5.04,21.21,70.73,6.2
529,Mangrol,0,IN,1551654298,83,25.33,76.51,52.96,1.72
530,Rurrenabaque,8,BO,1551653779,88,-14.44,-67.53,75.73,1.95
531,Yumen,0,CN,1551653726,62,40.29,97.04,18.22,4.97
532,Ponta Delgada,40,PT,1551653653,62,37.73,-25.67,59.0,9.17
533,Siocon,76,PH,1551654299,98,11.03,124.04,79.33,6.2
534,San Patricio,0,PY,1551653808,74,-26.98,-56.83,77.08,2.51
535,Hambantota,20,LK,1551653771,100,6.12,81.12,77.44,4.97
536,Luanda,40,AO,1551650400,83,-8.83,13.24,80.6,6.93
537,Adrar,0,DZ,1551650400,15,27.87,-0.29,64.4,5.82
538,Gazanjyk,44,TM,1551654300,94,39.24,55.52,34.96,3.74
539,Marsh Harbour,88,BS,1551654300,100,26.54,-77.06,70.33,9.1
540,Hobyo,88,SO,1551654099,91,5.35,48.53,77.17,11.34
541,Lata,0,IN,1551654041,88,30.78,78.62,28.03,2.51
542,Valparaiso,1,US,1551654097,67,41.47,-87.06,23.0,12.75
543,Kaz,88,RU,1551654301,92,53.11,87.55,30.5,3.96
544,Madang,92,PG,1551654301,100,-5.21,145.81,74.06,5.97
545,Grindavik,0,IS,1551653655,80,63.84,-22.43,39.2,21.92
546,Norsup,0,VU,1551654302,74,-16.07,167.38,86.71,5.19
547,Bela Vista,0,BR,1551654302,48,-22.11,-56.53,78.2,9.1
548,Jalu,0,LY,1551653809,71,29.03,21.55,49.9,8.66
549,Imbituba,40,BR,1551650400,83,-28.24,-48.67,78.8,8.05
550,Anqing,0,CN,1551654304,93,30.51,117.04,41.53,2.95
551,Vanderhoof,0,CA,1551654063,35,54.02,-124.02,14.71,3.29
552,Reconquista,8,AR,1551654304,48,-29.14,-59.64,85.0,10.22
553,Ulladulla,0,AU,1551650400,69,-35.36,150.48,75.2,8.05
554,Cockburn Town,0,TC,1551653673,96,21.46,-71.14,78.07,18.84
555,Abu Dhabi,20,AE,1551654000,63,24.47,54.37,64.4,8.05
556,Mnogovershinnyy,0,RU,1551654306,67,53.94,139.92,4.63,3.29
557,Beisfjord,75,NO,1551654290,61,68.38,17.6,21.0,13.87
558,Havoysund,90,NO,1551651600,92,71.0,24.66,24.8,39.15
559,Nanhai,56,CN,1551654249,89,30.13,111.78,44.01,2.06
